(sheı)muoıkea	gyroscope
sıemaq	is
sıeme	sequence
sıeme	sequence
sıemenuoq	is the mirrored
sıeqchue	rollercoaster
sıeqde	numinous
sıeqdoa	initiates
sıeqge	amazing
sıeqgı	great
sıeqsuoı	miraculous
sıeqtue	miracle
sıetao	takes next step
sıfıususıu	beaked whale
sıgı	interesting
sıhe	is a
sıja	attracts
sıjou	focuses on
sıju	polices
sıjuche	police officer
sıjucokı	policing system
sıka	Sikh
sıkuaı	is curious about
sıkı	ski
sıla	thread
sılıkoq	silicon
sımoe	feels focused
sımuo	meditates
sıne	sine
sınu	= sin
sıoge	evokes
sıogı	conceptually
sıojuq	gets idea
sıoqchao	wheeled vehicle
sıoqduo	runs
sıoqpuao	cyclone
sıoqteı	circle
sıpua	amused
sıpuache	entertainer
sıpuatua	entertains
sıpuatuache	entertainer
sıqgoaı	wipes
sıqguy	wash cloth
sıqhua	kidney
sıqjeoq	bathtub
sıqmuo	spotless
sıqpeq	toilet paper
sıqsaı	detergent
sıqtua	cleans
sıqtuachuaq	hygiene
sırı	silk
sırılaı	Cyrillic letter
sısa	conscious
sıshaı	leaves
sısue	calls
sısıa	unconscious
sıtako	parrot
sıtua	notifies
sıugıq	dissimilar
sıukaronuı	pygmy antelope
sıuruo	mimics
sıyky	treads
ta'ı	taxi
tabako	tobacco
tage	= tan
tagı	accidentally
tagımoaq	has a flashback
tajıkao	are instructions
tajızao	knows how to do
takumuı	intended meaning
takı	Takis
tamaohaq	tamale
tana	mesh
tano	soil
tanoloha	aluminium
tanukı	raccoon dog
tanı	stem
tanıtıe	bark
taoca	(0) motivates
taocaı	strong-willed
taocho	likes
taochı	plans
taochıfea	remembers to do
taochımoaqshaı	forgets to do
taochıshaı	forgets to do
taodıeq	sends
taodıetaı	convinces
taofa	goes to do
taogaq	partner
taogaq	and
taogaqme	team
taoguo	activity
taogıq	accidentally
taogıqloaıshua	spills
taohıao	attacks
taojao	is off
taojuoqtao	does their dues
taokakoe	decides to do
taoko	planner
taokoe	chooses
taokokaı	schedules
taomana	"energy"
taomoaq	remembers to do
taomudaı	property
taomuo	completes task
taomy	stamina
taomıa	busy
taomıy	team
taonhuo	is a schedule
taonue	promises to do
taopa	accepts
taopaqme	project
taorue	timid
taosapa	accepts
taose	something done
taoshaokao	planner
taotua	fools
taotıao	is in
tapy	taps
tapıoka	tapioca
tapıokakıoq	tapioca pearl
tapıra	tapir
taqbu	taboo
taqchıaq	self-aware
taqfoto	selfie
taqfuaq	selfie
taqgaı	senses
taqko	account
taqkıbutoaı	autoantibody
taqmudaı	relation
taqnuoq	symmetric
taqnuoqteı	fractal
taqpo	is
taqraka	tailless tenrec
taqrakanuı	shrew tenrec
taqrakasıu	tenrec
taqru	tanru
taqtoaq	idiolect
tashı	me
tatoa	adjective
tatu	tattoo
taıcaq	happens thanks
taıcha	successful
taıjıq	prospers
teabıa	has a phobia
teaca	scary
teacaı	brave
teafeao	paranoid
teafurı	shudders
teage	scary
teajua	creepy
teakıq	horror movie
teanuoge	nightmare
teapuoq	horror
teaqdoa	breastfeeds
teaqfeoq	aureola
teaqfuq	bra
teaqrıaıfuq	bra
tease	fear
teashuao	giant moa
teasuaı	menace
teasuaı	intimidated
teasuaımelı	honey badger
teatue	emergency
teaı	is averse
tecoteroq	testosterone
tecı	free
tefa	tangled
tefacha	an
tefacoe	intertwined with
tefamy	knot
tenısı	tennis
teolaı	close-quote
teoqcua	answers question
teoqdue	is an
teoqkudote	interviews
teoqnuateoqdoa	interviews
teoqtıao	is a valid
teq	pays
teq	pays money
teqboe	coupon
teqchey	sets
teqdoa	sells, for money
teqdoeme	economy
teqfa	visits to trade
teqfuaı	company
teqga	asks question
teqguaıjoaq	boss
teqhukı	fines
teqjuq	is payed
teqkea	cash register
teqluaq	plays gambling
teqne	amount paid
teqpeq	paycheck
teqrıkıo	Tenrikyo
teqse	payment
teqsıa	gifts property
teqtekata	pre-paid
teqzıq	credit card
terakota	terracotta
terıo	stale
teshy	lets
tesoseroq	testosterone
tetabo	turtle
tetabokuoq	turtle shell
teu	=
teıbaq	idealized shape
teıbo	has shape
teıchuo	pattern
teıcıa	amorphous
teıdoafuı	malleable
teıdıu	geometry
teıfuaq	design
teıfuı	soft
teıfıeq	designs
teıgaı	perceives shape
teıgıaıchuo	chisel
teıjeq	is shaped like
teıkuaq	assumes pose
teınoa	hard
teırea	surface
teırıuhe	elastic
teısıoq	circle
teıteı	posture
teıtoaı	morpheme
teıtoaı	morpheme
teıtue	state
teızıu	complex number
toabeoq	word root
toabuı	not **toanıe**
toachıeq	crossword puzzle
toadoq	brief
toadua	Toadua
toafıeq	invents word
toahıaq	laconic
toajoe	eloquent
toakasu	grammatical case
toakue	dictionary
toakıu	describable
toalaqteı	word-level tone
toalaı	letter
toalea	rhetoric
toalea	poem
toaluaqse	pun
toame	phrase
toamelaqteı	phrasal
toamuı	has definition
toamıa	verbose
toana	constituent
toanuı	brief
toany	constituent
toapaq	morpheme
toapaqjoq	word root
toapuı	verbose
toapuıtuao	laconic
toaq	Toaq language
toaqbeo	translates
toaqcha	Toaq (Dzu) Way
toaqchaq	Toaq Day
toaqdıu	Toaqology
toaqhıuguaome	Toaq delta
toaqkudote	chat
toaqkuq	says
toaqkı	Toaq Anki Deck
toaqluo	language family
toaqme	Toaq community
toaqmuı	meaning
toaqno	in Toaq
toaqreo	Toaq-colored
toaqrıoqmu	dialect
toaqse	Toaq creation
toaqseı	Toaq text
toaqtoa	Toaq word
toaqtıaojıoq	translates
toaqzuno	in Toaq
toatuq	is the lexicon
toaı'acı	amino-acid
toaıceo	resumes activity
toaıjeq	average value
toaıkoı	steps
toaınuı	very tiny
toaıshaı	pauses activity
toaıshea	vacuum
toaıtue	activity
tobıq	trusts
toe	cuts
toebeaq	sword
toechuekea	chainsaw
toechuo	axe
toecırıkea	chainsaw
toedea	(agentive) stabs
toedea	chops
toegoıche	surgeon
toekaı	carves
toenua	cuts
toenıoq	incisor
toenıoqchuo	saw
toepaq	slice of
toeq	and
toeqchuoı	chain
toeqfu	descendant
toeqroaq	forebear
toese	slice
toesy	cod
toete	cut
toetoq	cutting board
toetuao	notches
tofu	tofu
tomaty	tomato
tonameqtue	tournament
tonınha	La Plata dolphin
tonınhasıu	La Plata dolphin
toqceaq	plate nail
toqchao	skateboard
toqgam	flat cuboid
toqhua	forehead
toqjı	genderqueer
toqkea	tablet computer
toqloy	pan-fried
toqloyfua	griddle
toqloymy	pan
toqpeq	cardboard
toqpeqtıaı	cardboard box
toqsa	being patient
toqsı	genderqueer
toraq	chest
toraqchuo	stethoscope
torodo	ostrich
toroso	thrush
toubuchuq	omnivore
tounueqchuq	carnivore
tounıuchuq	herbivore
toıchıaı	unethical
toıchıaı	morally
toıchıaıkıeq	abhorrent
toıdue	morally
toıduesıo	moral
toıgı	kind
toıjeo	is with
toıleoq	protects
toıme	community
toımebıatue	epidemic
toımoaq	actively recalls
toımucuaq	relation
toımudaı	relation
toırumu	interacts with
toıshao	wants that
toısue	asks
toıtoa	transitive verb
tuabaı	builds on
tuadue	corrects
tuagıq	undoes
tuahao	sets
tuahuıjıe	blames
tuaja	being courageous
tuakoe	chooses
tuamebo	shares
tuanoba	influences
tuaonu	just the case
tuaonuo	naps
tuaoshaı	pauses doing
tuaosı	peeks
tuaotuao	case to a rather
tuaotuoı	is a nitpick in
tuaq	horn
tuaq	horn
tuaq'eku	unicorn
tuaqboluko	serval
tuaqbosa	European hornet
tuaqbosıu	deer
tuaqketo	narwhal
tuasıa	deletes file
tuaıbeo	shape-shifts
tuaıcaq	fronting (plural
tuaıdıu	anatomy
tuaıfuq	cloak
tuaıfuq	shirt
tuaıgaq	and
tuaıjoq	torso
tuaıjoq	torso
tuaıjoqfuq	shawl
tuaınhou	cuddles
tuaıpaı	headmate
tuaırue	physically weak
tuaıshaq	abdomen
tuaısheı	able-bodied
tuaısuaq	dances
tuaısıa	immaterial
tuaıtoaq	body language
tuerıoq	one mode
tuku	shows
tukue	encyclopedia
tumaı	panromantic
tume	tumor
tune	total amount
tunu	tuna fish
tuoqdekı	scale
tuoqkea	scale
tuoqloha	lead
tuoqlıa	scales
tuoqmy	weight
tuoqne	weight
tuoqnuoboe	weighted blanket
tuoıbo	flawed
tuoıfıeq	finds fault in
tuoıluoqtao	does
tuoıruaq	points out flaw
tuoısı	critical
tupa	pot
tuq'aı	complete
tuq'ıq	is
tuqcuoı	satisfies with
tuqcy	final outcome
tuqgaıhuarıaca	eye-opener
tuqjane	maximal arity
tuqjıaq	universe
tuqjıaqdıu	cosmology
tuqko	is last among
tuqloı	abominable
tuqmaı	pansexual
tuqpaq	comprise
tuqreı	surroundings
tuqsuao	unique
tuqsyteq	tungsten
tuqtuq	stims
turula	troll
turulatao	trolls
turuq	torso, a trunk
turuqko	torso, a trunk
turyqko	torso, a trunk
tusa	and
tusashı	and
tuseaq	pansexual
tutı	omnipresent
tuze	soup
tuzy	soup
tuıfuapuı	stadium
tuımara	couch
tuımyme	row
tuınıu	bush
tuısho	sits down
tuıtea	Twitter
tıafeo	south direction
tıaobeo	adjusts to match
tıaodaq	appropriate time
tıaodoa	assigns
tıaodoajeq	assigns
tıaofoa	satisfied
tıaogı	suitable
tıaojeo	true
tıaokuqse	mot juste
tıaomoe	satisfied
tıaomu	accepts
tıaonuaı	currency
tıaonıe	is snug
tıaotoaı	is a notch
tıaotoı	treats
tıaotua	adjusts
tıapaq	back
tıaqboqcıra	brown vonstira
tıaqge	street market
tıaqmuqshoaısıu	sac-winged bat
tıaqsuhulıq	brown hyena
tıazıu	negative number
tıaıbıo	jar
tıaıchao	cart
tıbumeo	misses
tıbıa	tibia
tıbıao	loses
tıbıkıqme	television show
tıcaı	stout
tıchu	goes via
tıchıaqsho	notices
tıcuao	across
tıcuao	across
tıdaofuı	regularly placed
tıdıbu	banned
tıdıbu	is banned
tıebo	covered
tıeboe	packaging
tıechate	velarized
tıechoa	dub
tıecıa	naked
tıefuq	coat
tıehua	skin
tıehuashoaı	colugo
tıemu	covered
tıeqbea	turn
tıeqbıao	lost
tıeqchao	train car
tıeqchıeq	crossroads
tıeqfa	goes along path
tıeqguao	fork in the road
tıeqgue	has trajectory
tıeqkoaı	network of roads
tıeqkıu	unobstructed
tıeshaqtı	post-velar
tıete	covered
tıetoa	subtitles
tıetıatı	pre-velar
tıetıaı	lidded container
tıgaq	stays with
tıgaı	finds
tıjoaı	tries to locate
tılaı	at sign
tıluoq	is aligned with
tıluoqcheo	co-aligned
tılıa	linden
tıme	crowd
tımoq	thyme
tımoy	lost
tımıa	holds many
tımıq	omnipresent
tınhuodıu	composition
tınıka	place-marker
tıoqchue	chain
tıoqchuetoaı	link in a chain
tıoqheq	is a vault
tıqbo	Squamata
tıqloha	tin
tıqnhuo	grid, table
tıqra	tiger
tıqsa	scaly
tıqsaoro	scaled reptile
tıqtı	stings
tırıgeteı	owl
tıse	location
tıse	presence
tıshagıq	leaves place
tıshagıq	departs
tıshatua	brings
tıshatı	T-shirt
tıshaı	leaves
tısho	appears at
tıshu	paper tissue
tıshuı	hidden
tısue	summons
tıtanıum	titanium
tıteı	layout
tıtoateı	locative case
tıtua	puts
tıtıao	belongs in
tıudıu	logic
tıudıutoaq	logical language
tıudıuzu	logical language
tıufuaq	flowchart
tıujeo	therefore so
tıutaq	self-justifying
u'upoq	"woo woo" person
ua	dipshit
uage	amazing
ualaq	wah-wah sound
uane	is as much as
ubula	human uvula
ubula	uvula
ubulalaq	uvular consonant
ubulatı	uvular
uchı	sex phenotype
uchıjeqpıa	same-sex sibling
ugı	fair
ugıjıaq	heaven
ugıtoı	treats
uhuı	unfair
uhuıjıaq	hell
ujoq	club
ukulele	ukulele
ukyraınagua	Ukraine
umaqkaro	Arabian tahr
umıbo	ours
umıfuaq	group selfie
uqsaqbuce	USB port
uranıum	Uranium
usonakafe	caffe americano
usoq	imperial unit
utube	YouTube
utubeche	youtuber
uy'u	uwus
uıbo	slug
yqgy	swallows
zabadı	Malagasy civet
zabıekafe	instant coffee
zabıekoycheo	chat
zafeao	nervous
zafeao	feels nervous
zam	unlikely
zao	knows
zaofaı	well-known
zaomu	familiar
zaomumıa	famous
zaomıa	famous
zaopuı	famous
zaq	appears
zaqgıq	disappears
zaqlo	pomegranate
zaqlopıo	garnet
zaqlınhaq	Tibetan antelope
zaqneq	tough luck
zaqrıu	reappears
zaqshıy	elusive
zaqtua	conjures
zaratushytyrachı	Zoroastrian
zaru	warns
zarulaı	warning glyph
zaruse	warning
zasoq	is up next
zaza	marijuana
zaı	feels hope
zaıcıa	feels despair
zaıse	hope
zaızu	Esperanto
ze	liquid
zenadaı	elastic
zeo	fruit
zeo	fruit
zeokoaq	ripe
zeoloq	chilli
zeomuaome	orchard
zeonam	fruit bread
zeonao	fruit juice
zeonao	fruit juice
zeorıaq	orchard
zeosaı	fruit
zeoseaı	cider
zeoze	juice
zeozy	juice
zeqbudachuaq	Zen Buddhism
zero	number 0
zoaıge	suspicious
zoaıpulua	legend
zobo	trousers
zonaozo	condescends
zoqbı	zombie
zoro	short-eared dog
zorıla	striped polecat
zouku	steel
zuaq	is the property
zuche	linguist
zuche	linguist
zuchoq	uses language
zuchıe	learns language
zudeq	knows language
zudıu	linguistics
zudıuche	linguist
zuedoa	lends property
zuejuao	arrangement
zuenua	borrows property
zueq	broken
zueqchoq	wears out
zueqdea	beats up
zuerıaq	makeshift site
zueteq	pays deposit
zuetue	emergency
zugoeq	language barrier
zuhenofıeq	translates
zuhey	is
zujuaokao	grammar
zukını	zucchini
zulaqdıu	phonetics
zulaqteı	linguistic tone
zulo	is a word
zulucu	language game
zumuı	meaning
zumuıbo	has meaning
zuno	is in language
zunıeq	is unskilled
zuoty	some złoty
zupoq	language person
zuru	electricity
zuruhaqgu	electric eel
zuruhıao	electrocutes
zurukıoq	ball lightning
zurune	electric charge
zurutoaı	electron
zurıoq	dialect
zusoı	«jbosoi»
zuydea	beats up
zuzao	knows language
zıa	emits
zıabıdeo	video livestream
zıachome	firefly
zıahaqkea	microwave oven
zıase	radiation
zıazıa	sparkles
zıchoa	grunts no
zıekuq	mentiones
zıetao	points at
zıkaıkuq	messages
zıkuq	messages
zıq	electronic
zıq'ahonuaı	NFT
zıqjao	happens remotely
zıqjıo	server
zıqky	zinc
zıqkı	hacky
zıqkı	zinc
zıqmy	byte
zıqnhuo	array
zıqpeq	web page
zıqrıaq	online venue
zıqtoa	computer word
zıqtoaı	bit
zıqtızua	kicks
zırykonıumy	zirconium
zırykoq	zircon
zıu	number
zıubuzıu	NaN
zıuhuaqjeq	≥
zıulaıtoaı	digit
zıushuı	encrypted
zıushuıcıa	unencrypted
áhoq	you
ıdafıty	Eid al-Fitr
ıdeı	panics
ıdojeq	hydrogen
ıgoluaq	play Go together
ıgotoq	Go board
ıjo	shows
ıloqmys	idiot.
ıma	feels present
ımebo	ours
ımele	email
ımeı	email
ımeıchıu	email address
ımeıdıeq	emails
ımogy	Imbolc
ıoqhashoa	Yom HaShoah
ıorozu	myriad
ıq'ıqku	letter Iq
ıqcy	scalar quantity
ıqdoa	transfers
ıqdojuq	receives
ıqfylueqtıa	flu
ıqku	anvil
ıqlu	igloo
ıqlı	English
ıqlızu	English language
ıqlızu'aı	Englishism
ıqnua	takes away
ıqse	jade
ıqserıq	jade-colored
ırabadıdepı	snubfin dolphin
ırueboe	sail
ıruefa	sails
ıruekea	fan
ıruemeaq	sailboat
ıruesıoq	wind turbine
ısheı	ıs a descender
ıshy	keymashes
ısylamychuaq	Islam
ısıkuı	Ithkuil.
ıulua	true story
ıum	chemical element
ıꝡe	high-pitched
ꝡampırı	vampire
ꝡase	proposition
ꝡem	intense
ꝡemuoıhajıaıhoa	mobile phone
ꝡeꝡa	letter Ꝡ
ꝡogo	wug
ꝡogoq	Vogon
ꝡoka	wok
ꝡoꝡo	yo-yo
